SYMBOL,KKKD131,KKKD068,KKU055,KKU213C,KKU213A,SSP25,KKU213B,RBE,TFK1
RNF141,105.1,20.52,19.52,57.37,20.07,22.63,24.44,17.03,29.38
HLA-DOB,0.02,0,0,0,0,1.17,0,0.16,0.29
PPIAP63,0,0,0,0,0,0,0,0,0
SETD2,17.47,28.55,29.95,20.61,25.77,16.27,23.76,15.02,15.88
AMACR,22.73,9.56,10.54,6.86,4.96,13.57,8.78,17.67,37.89
DAPK1,0.12,19.12,9.82,5.96,0.07,1.24,2.66,43.9,81.36
OR2L5,0.08,0,0,0.07,0,0,0,0,0
AL022319.1,0,0,0,0,0,0,0,0,0
IER3,381.21,585.44,35.69,771.44,410.29,164.63,324.3,216.06,215.38
SLC5A6,47.86,39.25,39.97,34.88,25.55,31.36,29.55,44.46,53.07
FOXD4L5,0.28,0.08,0.23,0.49,0.33,0.14,0.41,0.31,0.18
COX8C,0,0,0,0,0,0,0,0,0
SPIN2B,5.82,9.32,11.1,11.43,11.34,10.77,12.38,6.14,1.34
MTND3P13,0,0,0,0,0,0,0,0,0
RPL12P35,0.22,0,0,0,0.29,0,0,0,0
NCBP2,111.73,72.06,120.01,106.4,149.58,94.21,131.12,57.94,107.62
P2RX2,0,0,0,0,0.17,0,0,0,0
RPS10P18,0.22,0,0,0,0,0,0,0,0
ZNF697,21.32,12.69,2.07,5.8,9.1,11.46,8.45,3.66,2.77
PSMF1,321.57,147.6,72.58,177.27,114.13,99.3,152.32,120.31,115.86
KIR2DP1,0,0,0,0,0,0,0,0,0
AC013268.4,0.38,0.31,0,1.62,2.6,0,1.26,0,0.02
AC100850.1,0,0,0,0,0,0,0,0,0
NRIP3,5.55,7.4,9.28,2.18,1.77,15.6,0.69,0,0.37
PPIAP1,0,0,0,0,0,0,0,0,0
LCN12,0.56,0.4,1.22,0,0,0.58,0.2,2.82,0.65
LZTR1,16.53,18.6,20.72,23.99,16.44,12.79,15.65,4.75,14.5
AC138866.2,0,0,0,0.37,0,0,0,0,0
SPATA31A5,0,0.23,0,0,0,0,0,0.01,0
RPL21P54,0.25,0,0,0,0,0,0,0,0
TBC1D3E,0,0,0,0,0,0,0,0,0.05
CYB5R4,91.21,17.63,10.93,36.07,33.47,24.74,33.54,11.1,17.41
CNIH3,4.28,30.76,2.97,1.39,2.53,3.25,0.83,6.63,0.39
ZSWIM4,4.87,2.94,1.93,5.76,3.17,6.24,4.38,3.27,1.43
ANOS2P,0,0,0,0,0,0,0,0.14,0.81
RPS17,1987.23,1657.65,2072.09,2361.09,2042.71,1724.12,2414.57,2334.74,4761.32
SCML2,0.37,4.95,8.23,5.65,3.68,4.14,2.54,1.22,0.2
RPL23AP43,0,0,0,0,0.32,0,0.27,0,0
GRPR,0.21,0.27,0.32,0.09,0.52,0.76,0,4.07,0.13
RPS20P10,0,0,0,0,0,0,0,0,0
BHLHE41,8.09,8.84,3.86,3.91,12.51,13.58,14.02,29.34,1.65
ZHX3,9.81,8.71,6.61,8.46,14.21,13.42,10.39,9.64,7.69
NEU1,1.24,1.56,2.39,0,0,3.7,0,0,0
AL138899.2,0,0,0,0,0,0,0,0.23,0
PCDH10,0.12,1.34,0,0.1,0.02,1.41,0,0,0.07
SALL4P1,0,0,0,0,0,0,0,0,0
AC109631.1,0,0,0,0,0,0.23,0,0,0
LRRC53,0,0,0,0,0,0,0,0,0
HOXC13,2.1,4.93,0.45,0.95,0.03,0.03,0.03,0.11,0.03
ZNF562,17.16,0.14,14.16,12.63,18.6,12.06,15.44,15.59,17.7
ITGA5,6.3,29.25,9.67,1.81,3.93,37.91,3.57,22.35,5.31
AC012358.2,0.1,0.13,0.26,0,0,0.26,0.27,0,0.06
HHIPL1,0.22,0.38,0.69,0.04,0.02,0.21,0.02,0.09,0.18
MTCO3P42,0,0,0,0,0,0,0,0,0.13
OLFM2,1.73,0.25,0.61,0,0,0.69,0,0.44,0.78
CD300A,0,0,0,0.39,0,0,0,0,0
CHAMP1,20.17,28.49,23.97,24.17,26.88,30.67,33.37,27.78,11.39
NBPF18P,0.18,0,0,0,0,0,0.59,0.83,0.22
ASS1P5,0,0,0.15,0,0,0,0,0,0
AC008397.1,0.15,0,0,0.8,0,0,1.53,0,1.32
RPL37A,2223.86,2493.19,2223.35,2338.4,2811.67,2962.62,2649.93,4395.49,4079.23
JDP2,5.64,8.42,8.73,0.2,0.99,25.08,0.18,12.94,30.61
MGAM,0,0,0,0.17,0.11,0,0.08,0,0.57
RPL29P11,0.46,0,0,0,0.59,0,0,0.24,0
SNRPEP5,0,0,0,0,0,0,0,0.81,0
CKB,48.7,21.51,46.69,10.8,25.99,7.72,20.15,30.92,70.73
OCLN,0.41,2.26,0.04,0.45,0.53,0,0.68,0.7,0.15
RPS9,142.84,42.21,83.66,61.23,32.96,2.23,40.72,1.08,174.11
RPS7P12,0,0.22,0,0,0,0,0,0,0
GTF2H2,27,14.74,32.57,23.38,16.46,16.21,23.87,10.96,10.55
LLGL1,17.28,14.16,6.9,11.48,8.39,35.71,13.36,9.8,2.37
MCCD1,0,0,0,0,0,0,0,0,0
KCNA5,0,0,0,0,0,0,0,0,0
MTCO1P42,0,0,0,0.16,0,0,0.13,0,0
RCOR3,21.77,9.25,35.52,13.74,18.46,30.69,12.78,38.88,22.05
C17orf51,3.44,0.06,5.42,3.11,1.49,12.99,1.84,4.28,1.01
OR1A1,0.37,0.26,0.32,0.47,0.22,7.42,0.31,0.22,0.16
AC104996.3,0,4.01,0,4.02,0,0,0,0,0
TP53INP2,7.75,14.86,1.87,4.68,4.54,4.88,4.06,2.66,10.1
TMEFF1,0.27,2.31,0,0,0.34,0.58,0,0.5,0.07
RIMKLBP2,0,0,0,0,0,0,0,0,0
PPP3R1,84.93,46.44,54.87,64.89,70.47,68.21,55.52,48.18,47.06
CCL16,0.1,0.03,0.11,0.08,0.05,0,0.37,0.07,0
NOP56P1,0,0.25,0,0,0,0,0,0,0
CDK2,66.9,95.25,55.46,71.45,73.54,99.73,50.15,97.41,31.84
GTF2B,35.78,35.86,26.17,27.54,64.38,28.53,25.06,15.93,62.08
SELENOI,28.38,22.4,31.3,39.59,30.46,38.74,29.21,18.11,54.57
SHB,28.9,24.25,13.91,17.59,20.3,23.95,17.19,21.13,25.54
MARCH6,300.71,62.85,92.69,128.34,90.34,136.92,105.76,65.45,472.13
C12orf45,14.71,5.71,23.7,24.64,18.05,16.52,17.26,13.96,12.46
ASNA1,65.84,62.39,96.9,95.18,120.98,73.74,98.37,99.62,50.84
LSR,160.22,269.58,61.17,50.12,87,12.72,93.3,26.89,110.45
AL590623.1,0,0,0,0,0,0,0,0,0
CSNKA2IP,0,0,0,0,0,0,0,0,0
AL365357.1,0,0,0.57,0.57,1.11,0,0.94,0,0.52
AL645998.1,0,0,0,0.62,0,0,1.52,0,0
KLRC1,0.46,1.67,0.08,0.52,0.51,1.48,1.62,0,0.24
TMEM179,0.04,8.05,0.05,0,0,0,0,22.15,0.16
CICP4,0,0,0,0,0,0,0,0,0
TBC1D1,22.37,18.71,62.13,26.57,34.51,47.63,39.98,28.77,6.56
MRPS15P1,0,0,0,0,0,0,0,0,0
ADGRD1,0.08,0.21,0.14,0.12,0.34,0.04,0.1,0.24,0.12
PDXDC1,40.33,24.15,28.75,52.59,43.32,40.9,61.27,48.9,122.89
C17orf53,13.64,8.81,6.31,9.7,7.95,8.99,6.67,7.05,4.4
RNASEH1,29.93,35.88,42.25,28.18,34.8,41.97,31.72,40.08,43.41
KCNMB1,0.08,0.28,0.13,0.02,0.21,0.05,0.14,0.08,0.14
SCGB3A2,1.99,6.62,3.85,2.09,3.15,3.11,6.5,1.53,4.22
CXCL2,15.87,18.56,0,36.1,8.42,27.78,5.42,3.29,69.1
HIP1,6.64,3.81,16.66,3.05,1.73,17.55,6.83,14.29,7.09
ENPEP,0.01,0.38,0.12,0.01,0,0,0,0.54,0.21
HEPH,0.23,0,0.03,0,0,0.02,0,0,0.13
TRAPPC2,4.83,11.59,16.81,7.8,10.63,8.76,8.15,12.05,3.69
COX6B1,148.25,1048.35,182.88,221.73,226.14,156.5,236.46,248.86,496.12
NPM1P46,0,0,0.25,0,0.35,0,0,0,0
TMEM221,0.45,0.04,0.18,0.88,0.74,0,1.07,0.04,0.04
Z98751.2,0,0,0,0,0,0,0,0,0.33
AC017007.1,0,0,0,0,0,0,0.35,0,0
GABBR1,4.18,1.37,0.31,0,0,5.09,0.37,3.9,0
TRGV5P,0,0,0,0,0,0,0,0.46,0
HIST1H2AJ,1.95,0.63,0.56,0.59,0.61,0.49,0.45,0,2.62
ATP8B4,0.64,0.09,0.44,0.51,0.04,0.13,0.04,0.05,0.4
MUC20,0,0,0,0,0,0.08,0.62,0,0
ACTG1P10,0,0,0.09,0,0.18,0.07,0,0,0
RPL37P15,0,0,0,0,0,0,0,0,0
CPNE4,0.09,0.52,0.07,0.01,0.01,0.34,0,1.36,0.01
GP1BA,0.03,0,0.11,0,0,0.03,0,0.03,0.03
KISS1,0,0.16,0,0.48,0,0.39,0.14,0.65,1.69
ADAMTSL1,0,4.72,0.01,0,0.46,2.32,0,0.04,0
ANKRD26P1,0.33,0,0,0,0.04,0.03,0.02,0,0.06
BX005428.2,0.02,0,0,0,0,0,0,0,0
CACNA1D,0.02,0.47,0.38,0.36,1.48,0.29,0.41,4.34,8.75
ABL2,14.88,11.78,9.93,12.72,16.52,22.39,12.98,8.27,12.54
ARID4A,18.15,14.13,8.25,11.88,8.85,6.81,14.71,7.64,10.53
TRBC1,0,0,0,0,0,0,0.06,0,0
FAM71F1,0,0.11,0.11,0,0,0.05,0,0.05,0
ATP2A2,208.69,226.96,198.45,344.96,252.64,185.65,262.05,270.41,598.33
AL035411.1,0,0.45,0.47,0,0.2,0,0,0.17,0.2
ZC3H15,118.72,95.88,292.57,104.94,89.23,137.42,81.26,100.89,127.27
C1S,0.85,9.31,24.72,4.82,2.91,64.3,4,10.29,46.51
AC093433.1,0,0,0,0,0,0,0,0,0
STAM,33.77,19.97,21.09,16.95,14.62,36.66,18.26,29.28,34.77
ILDR1,1.92,0.44,0.27,2.06,0.17,0.1,0.29,0.23,0.03
JUND,19.11,43.9,53.76,35.2,18.77,17.62,44.16,47.61,21.22
AC004825.1,0,0,0,0,0,0,0,0,0
PCID2,55.78,53.62,63.93,64.25,44.45,49.29,63.47,64.7,41.03
PNOC,0,0,0,0,0,0,0,0,0
NANOGP8,0,0,0,0,0,0,0,0,0
AC027612.2,0,0,0,0.08,0,0,0,0,0
RPL7AP14,0,0,0,0,0.26,0,0,0,0.13
GLMN,22.32,21.15,30.18,22.28,35.57,19.64,18.14,6.81,17.93
KRTDAP,0.23,0,0,0,0.3,0,0,0,1.42
HRH3,0,0,0.03,0,0,0,0,0,0
CHST12,11.25,8.12,8.36,9.04,7.02,13.41,3.51,6.07,2.05
FETUB,0.15,0,0,0,0.11,0,0,0.08,0.79
IKBKE,32.62,9.03,7.85,46.3,14.58,21.22,14.18,12.95,7.08
AC005622.1,0.18,0.17,0,0,0,0.05,0,0,0
EAF2,7.09,2.88,4.39,7.85,5.06,6.22,2.19,1.43,4.4
FAM237B,0,0.02,0.02,0,0,0,0,0,0
ENPP3,0.59,0.08,0,0,0,0.06,0,0.24,0
VARS2,2.67,0,6.48,9.33,7.52,1.55,8.46,8.05,3.26
AL117344.1,0,0.4,0,0.2,0,0.32,0,0.65,0.19
SPART,0.05,0.56,0.08,79.73,45.24,72.01,50.6,9.94,0.35
METTL7B,0.37,2.2,39.2,0.07,0.64,0.24,0.41,17.47,15.13
AC073594.1,0,0,0,0,0,0,0,0,0
PDPN,0.24,9.91,0,13.27,0,0.05,0.06,0,0
IKBKB,32.71,44.37,28.9,11.17,14.33,15.55,12.54,32.74,24.87
POLHP1,0,0,0,0.33,0,0,0,0,0
MKRN5P,0,0,0,0,0.06,0,0,0,0
C11orf87,0.02,0,0,0,0,0.01,0,0,0
AC010618.1,0,0,0,0,0,0,0,0,0.29
CDC42P4,0,0,0,0,0,0,0,0,0
RAB19,1.39,0.21,0.22,2.21,0.93,0.42,1.54,0.1,4.13
METTL1,42.6,19.93,33.93,21.17,45.3,41.11,20.72,36.93,46.97
AC020550.1,0,0,0,0,0,2.64,0,0,0
RPL23AP74,0.5,0.32,0,0.33,0,0.51,1.22,0,0.6
CAP1,565.08,549.82,380.03,351.08,422.58,430.51,282.89,337.13,149.55
LAMTOR4,88.47,200.54,149.92,205.97,128.7,115.34,233.32,123.34,113.43
AC024475.2,0,0,0,0,0,0,0,0,0
RECQL4,39.27,58.45,54.28,34.06,27.31,48.87,35.9,39.4,10.37
MFAP2,9.75,2.71,89.09,0.1,0.51,1.24,1.25,0,0.43
MTATP6P1,439.65,420.42,840.21,468.54,449.99,425.56,678,811.63,584.36
RPL7AP33,0,0,0.45,0,0,0,0,0,0
AC008677.1,0,0,0,0,0,0,0,0,0
VGLL2,0,0,0,0,0,0.73,0,0,0
FP885919.1,0.26,0,0,0,0,0,0,0.08,0.09
CT009496.1,0,0,0,0.41,0.61,0,0.13,0,0
AC007834.2,0.93,0,0,0.62,0,2.92,1.02,0,0
ESRRA,53.33,36.13,44.52,156.9,72.15,33.59,101.8,35.99,110.69
COX6A1,494.81,582.99,725.38,639.92,684.05,398.65,704.66,785.91,692.43
AL445487.1,0,0,0,0.28,0,0.05,0.29,0,0.05
ZFP91-CNTF,1,0.61,1.59,0.82,0.91,0.86,1.63,0.14,0
HSPB2,0,0,0,0,0,0,0,0,0
AMT,13.51,0.19,1.56,0.19,0.1,0.24,1.41,1.31,0.04
IGHVIII-76-1,0,0,0,0,0,0,0,0.76,0
HSPA1A,41.6,0,0,0,0,153.51,0,93.48,118.87
RNF220,56.66,91.03,72.38,54.7,78.23,81.44,67.36,58.72,65.45
CKS2,210.69,331.45,391.98,504.99,617.86,531.71,559.39,423.11,164.8
TAF10,38.05,47.99,89.27,84.2,83.46,57.07,56.39,81.37,61.64
FAM47C,0,0,0,0,0,0,0,0,0
PSMD11,261.62,244.52,163.58,186.2,239.04,335.39,148.62,181.75,129.26
PDGFRB,0.02,0.56,0.15,0.04,0.87,4.08,0.01,0.49,0
GUSBP2,0.34,0.62,1.41,0.91,1.05,0.63,0.63,1.8,0.15
AC128657.1,0,0,0,0,0,0,0,0,0
HSPD1P11,0.68,5.76,0.16,0.25,0.35,1.25,0.84,0.62,0
GAPDHP39,0,0,0,0,0,0,0,0,0
PPP1CB,163.05,149.28,75.47,149.09,167.98,153.97,187.39,107.51,135.98
ABR,0,0.85,0.94,0,0.1,0.69,0,0.19,0.11
AC025884.1,0,0,0,0.51,0,0,0.42,0,0
AC002472.2,0.65,3.46,3.44,0.73,0,1.45,0.54,0,0.1
C7orf77,0,0,0,0,0,0,0,0,0
LIFR,12.9,11.92,2.82,9.46,6.92,17.28,3.38,1.19,12.46
AC060766.3,0,0,0,0,0,0,0,0,0
PRNP,285.52,355.04,48.02,190.6,118.19,213.1,188.48,159.22,82.1
ARAF,22.93,44.11,47.56,31.6,49.49,56.36,31.32,26.67,21.05
SLC26A7,0.06,0,0.02,0.17,0.19,0.13,0.2,0.37,0.09
CTSB,201.06,165.81,153.18,128.52,118.59,329.65,100.37,114.81,114.36
ADGRE3,0,0,0,0,0,0,0,0,5.1
CU633906.4,0,0,0,0,0,0,0,0,0
C1GALT1C1,20.64,58.03,37.29,39.56,27.64,36.23,26.78,25.86,19.19
FGF3,0,0.08,0,0,0,0,0,0,0
ANKZF1,15.82,22.38,18.79,14.4,15.07,31.69,14.41,25.36,15.29
PLEKHF1,9.58,61.34,0.28,14.24,10.84,6.04,9.02,2.34,2.27
DCBLD1,37.42,27.21,8.22,17.41,12.83,43.87,7.2,6.11,14.15
AC119751.6,0,0,0,0,0,0,8.51,0,0
AP001000.1,0,0.67,0.17,0,0.49,0.96,0.42,0,0.16
MACROD2,5.41,4.48,0.98,2.88,1.78,1.12,1.57,2.07,2.04
CCNL2,68.82,89.26,167.67,27.84,61.3,88.64,42.1,53.25,67.69
GALR2,0.78,0.27,1.36,0,0.98,0.27,0.46,0,0.13
MRPL9,95.59,114.41,134.09,116.42,145.45,99.18,112.58,113.86,110.68
CUTA,109.38,151.96,109.61,93.3,144.54,127.04,145.49,151.45,58.05
YWHAEP7,0,0,0,0,0,0,0.01,0,0
AL121769.1,0,0,0,0,0,0.35,0,0,0
PLXDC2,0.84,0.44,17.14,5.08,3.31,0.26,0.23,9.72,1.7
ZNF355P,0.02,0,0,0,0,0,0,0.02,0
FGR,0.2,0.04,0,0,0,0,0,0,0
FSTL4,12.98,12.97,1.93,10.73,4.08,2.52,7.4,0.54,8.64
NAA80,3.24,4.88,4.07,8.5,5.84,6.03,5.5,4.21,4.72
HTATSF1,61.16,90.58,101.6,74.16,107.91,102.1,109.51,47.17,36.15
TBC1D26,0,0,0.25,0,0,0,0,0,0
EIF2AK1,104.5,33.81,110.59,76.53,69.84,137.88,53.7,101.12,90.65
RAP1GAP,0.96,8.24,0.07,2.99,5.5,4.44,5.44,35.79,62.57
TRIM49D2,0,0,0,0,0,0,0,0,0
AC093801.2,0,0,0,0,0,0,0,0,0
PIWIL3,0,0.03,0,0.03,0.03,0.02,0,0,0
AL772284.1,0.18,0.11,0,0,0,0,0,0,0
GLRA2,0.02,0,0,0,0.02,0.02,0,0.02,0
DYTN,0,0.04,0,0,0,0,0,0,0
FOXO1,20.43,2.56,5.59,11.72,8.07,2.21,11.7,5.8,2.25
LYZL6,0,0,0,0,0,0,0,0,0
SDR42E1P2,0.91,0,0,0,0,0,0,0.62,0
PIK3CG,0.07,4.34,0.02,0.19,0.01,0.07,0.07,0.02,0.04
DPEP1,0.04,0,0,0.15,0.05,0,0,0.09,3.43
AGAP1,19.01,15.93,15.05,12.17,13.02,32.05,11.79,26.29,31.32
ICAM5,1.83,1.21,4.42,3.16,4.7,0.58,6.95,0.03,0.03
RPL24P2,0.49,0,0.33,0,0.31,0.25,0,0,0
PRAMEF5,0,0,0,0,0,0,0,0,0
GTF2H2C,10.62,10.2,46.14,9.5,13.72,13.14,8.42,19.7,24.61
SKP1,549.44,960.34,1190.76,502.38,463.37,613.25,512.24,795.45,632.59
MTCO1P5,0,0,0,0,0,0,0,0,0
AP001877.1,0,0,0,0,0,0,0,0,0
TPT1P10,0.45,0,0,0,0,0,0.25,0,0
TRBV9,0,0,0,0,0,0,0,0,0
RPL5P31,0,0,0,0.19,0,0,0,0,0
NEK11,3.73,7.53,3.46,0.77,2.4,2.39,1.66,3.83,1.61
PPT2,0.06,0,0,0,0,0.24,0,4.11,3.34
PAICSP1,0,0,0,0,0,0,0.07,0,0
YWHABP2,0.74,0,1.97,0.16,0.78,0,0.82,0.26,4.11
CYLC2,0,0.04,0,0,0.05,0,0,0,0
MRPL2,82.33,54.64,35.69,78.26,73.1,81.5,64.06,55.56,30.02
NPPA,0.1,0,0,0,0,0,0,0,0
TRIM64B,0,0,0,0,0,0,0.03,0,0
PRR16,0.23,6.32,0,0.14,0.08,3.94,0.4,0.75,0.16
RCC1L,41.89,93.84,109.3,34.38,47.48,74.02,62.65,45.99,43.03
DHX30,37.76,54.23,93.62,54.81,56.4,34.05,48.89,34.21,32.46
CHML,6.77,25.71,18.36,22.31,23.15,18.3,17.53,32.31,57.67
IGHVII-28-1,0,0,0,0,0,0,0,0,0
MAGIX,1.39,2.2,1.18,2.08,1.08,1.21,2.08,0.37,0.66
CFDP1,75.54,125.72,38.41,64.12,67.54,54.62,76.46,53.72,85.68
SPRY3,0.33,0.42,1.1,0.06,0.16,0.33,0.16,0.3,0.1
RANP4,0,0,0,0,0,0,0.16,0.15,0.17
FAM47DP,0,0,0,0,0,0,0,0,0
AC097493.4,1.25,0,0,0,0,0,0,0,1.64
SLIRP,333.73,179.23,339.08,412.18,425.63,207.72,377.02,288.19,276.64
KIF2A,49.78,64.4,62.51,44.5,35.05,37.03,47.14,55.72,24.89
CST9,0,0,0,0,0,0,0,0,0
ATP5PBP7,0,0,0,0,0,0,0,0,0
TDRKH,7.41,22.07,4.47,15.75,9.71,9.53,18.36,9.07,5.24
NGLY1,22.51,33.94,51.49,37.03,31.63,26.46,28.49,20.1,40.43
ZDHHC19,0,0.69,1.22,0.35,0,0,0,0,0.33
SLC38A9,36.02,31.43,8.75,15.59,15.31,18,18.69,19.32,9.76
CCT6P4,0,0,0,0,0,0,0,0,0
IP6K2,57.37,56.58,99.43,45.88,75.11,38.54,57.39,72.12,53.61
GAREM1,5.37,4.22,1,2.99,4.69,2.43,3.95,3.98,11.93
ELL2P3,0,0,0,0,0,0,0,0,0
PABPC3,0,0.05,0.1,0.02,0,0,0.06,0.12,0.02
MAGEE1,1.78,2,0,0.02,0,2.96,0.08,0.13,0
PPP1R10,0,0,0,0,0,0,0,1.21,0
DUOX2,0.24,0.06,0.01,10.71,0.37,0.02,0.3,0.08,0.05
DARS2,36.88,20.55,35.09,30.59,40.66,39.96,34.84,64.18,50.98
BUB1B-PAK6,0.49,0,0,1.11,1.35,0.18,0.78,0,0
GALR1,0.05,0.02,0.03,0.13,0.13,0.05,0.12,0.03,0.02
NUGGC,0.11,0.21,0.13,0.04,0.1,0.23,0.17,0.09,0.23
PTDSS1,101.32,171.52,193.41,124.95,160.63,152.18,201.04,150.54,66.84
KCNN4,49.04,20.95,8.11,29.08,34.22,18.9,44.07,22.72,6.3
PHGDH,120.06,249.8,237.89,40.52,192.06,78.89,100.51,255.16,247.59
RPS20P33,1.3,1.69,1.16,0.58,1.69,0.91,0,0,1.58
RPS27P25,0.94,0,0,0,1.29,0,0,0,0
SRSF5,408.15,244.6,286.31,331.89,396.18,242.86,632.29,161.68,427.12
RAD18,24.03,18.9,43.4,22.84,21.01,22.76,20.6,20.25,19.57
CMTM1,3.73,9,1.84,2.5,2.31,1.97,0.37,7.34,1.33
ITGB4,162.2,96.92,1.21,294.01,246.73,28.4,172.14,143.39,104.88
AKR1B10P1,0,0,0,0,0,0.09,0,0,0.1
AC146335.1,0,0,0,0,0,3.69,0,1.26,0.48
RPS27AP17,0.26,0,0,0,0,0,0,0,0
EIF4EBP2,43.57,24.25,57.98,23.36,29.25,23.59,37.29,34.1,21.7
TMEM88B,0,0,0,0,0.58,0,0.25,0,0
FMOD,0.19,0.71,0.02,0,0,0,0,0,0.02
MTCO2P11,0,0,0,0.17,0.17,0,0,0,0
AL353072.1,0,0.36,0,0,0,0,0,0,0
AC018735.1,0.05,0,0,0,0,0,0,0,0
SIM1,0.02,0.02,0,0,0,0.01,0,0,0.08
SPATA46,0,0,0,0,0,0,0,0,0
CRB1,0,0,0,0,0,0.19,0,0.06,0.4
NFIL3,16.36,24.34,1.99,13.88,16.08,19.67,10.54,16.04,20.57
MAPK13,100.73,34.63,0.95,71.65,76.23,44.7,64.86,1.61,47.69
ZNF654,9.08,20.56,4.07,6.27,11.26,3.76,4.79,2.68,4.58
CFAP161,0,0,0.23,0,0,0.18,0,0,0
ALG1L,5.98,11.67,0.17,10.36,27.79,0.43,18.21,0.26,5.56
IGKV1OR2-108,0,0.57,0,1.17,1.14,0.46,1.44,0.47,1.06
FTHL17,0,0,0,0,0,0,0,0,0
SMYD2,46.97,28.54,47.14,26.69,40.98,39.11,28.08,47.23,32.76
AC275565.2,0,0,0,0,0,0,0,0,0
NIFKP8,0,0,0,0,0,0,0,0,0
AQP7P1,0.25,0,0,0.23,0,0,0.16,0,0
ST3GAL1,49.69,4.43,4.49,6.12,8.16,23.74,7.47,21.97,83.64
AC093300.1,0,0,0,0,0,0,0,0,0
CCND3P1,0,0,0,0,0,0,0,0,0
NDUFAF1,22.02,19.62,16.74,31.08,23.57,21.79,27.94,17.61,58.67
IL36A,0,0,0,1.28,0,0,0.3,0,0.11
EEF1A1P42,0.05,0,0,0,0.07,0.11,0,0,0
AC005099.1,0.16,0,0,0,0,0,0,0.49,0
SDK1,0.07,1.18,0.26,0.01,0.04,4.33,0,2.45,0.48
MELTF,5.04,17.81,7.04,3.73,8.6,99.91,44.03,39.36,45.63
ZNF74,9.64,5.31,7.91,6.44,5.34,3.27,5.56,3.43,2.44
APMAP,235.33,211.14,62.2,84.52,50.94,106.42,93.22,107.83,39.98
TEX264,32.14,36.83,55.29,56.85,46.49,25.51,53.82,42.61,30.4
WNT3,2.8,0,0,0,0.72,0,0.76,2,1.38
DNAJB5,2.44,3.71,2.69,1.33,1.38,7.85,1.11,2.51,0.41
TRBV14,0,0,0,0,0,0,0.36,0,0
TRAV13-2,10.28,0.83,0,0.85,0,0,0,0,0
PROCR,31.99,42.99,8.36,51,20.8,47.03,17.27,4.05,7.23
FCGRT,35.13,18.82,1.49,0.91,0.21,0.76,0.59,13,4.52
AL158801.5,0,0,0,0,0,0,0,0,0
ZNF29P,0,0,0,0,0,0,0,0,0
SNN,14.5,16.35,9.35,12.38,10.74,7.24,11.4,8.79,10.16
LDHA,1340.19,1496.83,1113.37,2417.83,2088.07,1472.59,1163.53,977.6,1263.91
TSPO2,0,0,0,0,0.16,0,0,3.13,0.16
INO80,15.48,9.99,17.81,22,19.49,16.29,22.5,17.79,32.22
ZNF524,6.72,22.53,4.37,3.94,5.38,2.5,7.5,5.14,12.74
SHE,0.01,0.05,0.05,0.03,0.02,0.01,0.02,0.02,0
AC008073.3,0.08,0,0.17,0.04,0.09,0.09,0,0.13,0.09
CDSN,0,0,0,0,0,0,0,0,0
OR1P1,0.08,0,0,0.1,0,0,0,0,0
DIO3,0.06,0,0.33,0,0,0,0,0,1.06
SLC22A5,4.85,4.97,3.03,15.37,9.86,6.98,9.46,14.87,35.11
LRFN4,64.77,68.29,47.98,70.43,44.28,77.44,50.56,24.91,155.93
PHKA1,6.29,21,11.28,20.73,9,12.23,21.37,4.64,12.03
ACBD7,3.29,4.99,8.87,1.9,2.99,4.49,4.39,2.4,0.61
TMEM165,72.43,76.16,85.61,42.37,36.47,72.8,38.17,75.34,56.75
RPL21P9,0,0,0,0,0,0,0.27,0,0
HMSD,0.19,3.86,10.8,2.87,0.56,0.36,0.59,0,0
FAM184B,0.06,0.1,0.2,0.05,0.02,0.09,0.07,0.07,0.1
OR2M1P,0,0.11,0,0,0,0,0,0,0
AC084783.1,0,0.11,0,0.11,0,0.09,0,0,0
LILRB4,0,0,0,0,0,0,0,0,0
AC012314.28,7.76,37.64,1.9,5.97,14.97,5.93,7.41,10.39,1.29
VARS2,0,0,0,0,0,0,0,0,0
HIST1H3PS1,0,1.6,0,0.83,0,0.97,0,0.33,0
RAMP3,0,0,0,0,0,0,0,0,0
MTHFD1L,50.69,57.28,43.9,72.47,69.62,53.49,36.55,56.8,17.9
NCR1,0,0,0,0,0,0,0,0,0
TMC2,0.28,0.4,0.51,0.2,0.31,0.4,0.17,0.3,0.07
GAPDHP27,0,0,0,0.1,0,0,0,0,0
DDX18P1,0,0,0,0,0,0,0.07,0,0
PHLPP2,2.07,6.34,8.16,2.98,4.53,6.62,3.07,4.43,3.62
AP005139.1,0,0,0,0,0,0,0,0.04,0
GDF1,0.14,0.35,1.25,0,0.04,0.12,0,0,0
EXOC7,45.97,68.76,80.29,25.85,43.21,70.11,30.75,54.25,41.61
SDAD1,38.45,34.74,66.42,98.38,81.14,33.77,120.84,19.89,27.7
ARHGEF18,23.68,12.71,13.97,33.9,43.7,18.37,28.84,17.16,13.7
TRIM60P14,0,0,0.14,0,0.15,0,0,0,0
AL356968.2,0,0,0,0,0,0.07,0,0,0
FAM166B,0,0,1.28,0.46,0.47,0,0.54,0.86,0.17
ECT2L,0,0,0,0.05,0.02,0.01,0.06,0,0
FLI1,11.59,9.92,0.06,0.04,0,16.61,0,1.42,0.04
AP000790.3,0.11,0,0,0,0,0,0.12,0,0.25
TIMELESS,39.59,52.16,67.55,27.9,25.53,27.38,25.22,35.71,30.95
